Age,Gender,Education,Income,Employment Experience,Home Ownership,Loan Amount,Loan Intent,Loan Interest Rate,Loan Percent Income,Credit History Length,Credit Score,Previous Loan Defaults,Loan_Status
35,0,2,47055,14,3,8000,3,18.09,0.17,7,713,0,1
22,1,1,37237,0,3,12000,1,13.72,0.32,2,551,0,1
30,0,4,83683,6,3,25000,2,15.43,0.3,9,687,0,1
26,1,1,78858,3,3,6000,1,16.49,0.08,2,694,0,0
22,0,3,39029,0,0,14000,5,8.9,0.36,3,548,1,0
30,0,1,72995,11,3,6000,0,10.43,0.08,10,676,1,0
24,1,1,97038,0,3,22000,3,11.01,0.23,4,653,1,0
23,1,1,39689,0,3,4000,1,7.68,0.1,3,565,1,0
28,0,3,86001,9,0,20000,4,12.21,0.23,9,629,1,0
30,1,3,51601,8,3,4558,1,8.79,0.09,7,593,0,1
27,0,0,35942,5,3,7054,0,6.68,0.2,9,597,1,0
21,0,1,34395,0,1,3500,3,14.42,0.1,4,621,0,1
28,0,0,85000,5,3,7800,0,7.9,0.09,8,710,1,0
21,0,1,36861,1,0,3000,4,5.99,0.08,4,645,1,0
22,1,1,84881,0,3,5600,4,11.14,0.07,3,681,1,0
22,1,3,65377,1,3,10000,1,9.99,0.15,3,650,1,0
22,1,1,35828,2,3,4000,1,15.33,0.11,4,568,0,1
25,1,1,101590,1,0,5136,0,15.11,0.05,3,694,0,1
26,1,1,37097,5,3,4000,3,14.27,0.11,2,673,0,1
28,1,0,34761,10,3,12000,0,7.88,0.35,5,639,0,1
24,0,1,41981,4,3,5000,5,12.92,0.12,4,675,0,1
29,0,3,53971,4,3,5400,5,16.0,0.1,9,582,0,1
33,0,1,44662,12,0,3200,2,7.37,0.07,6,546,1,0
33,0,1,75248,11,3,7000,5,6.99,0.09,9,598,1,0
38,0,0,94916,17,3,6000,3,6.99,0.06,15,687,1,0
29,0,4,69268,4,2,5000,3,11.86,0.07,10,686,1,0
25,0,3,79012,4,3,4800,2,13.49,0.06,3,667,1,0
24,1,0,161487,1,3,25000,0,10.37,0.15,2,641,0,0
29,0,3,23972,6,3,3270,5,12.28,0.14,6,662,0,1
25,0,0,20292,0,3,3000,0,15.89,0.15,3,551,0,1
26,0,4,90906,7,3,12000,5,10.37,0.13,4,670,0,0
22,0,0,31071,3,3,5000,3,11.01,0.16,3,685,0,1
27,1,1,46240,4,3,17625,5,12.69,0.38,7,668,0,1
24,1,4,61284,3,2,15000,0,16.29,0.24,4,620,0,0
22,0,3,53665,0,3,18000,1,13.57,0.34,4,664,0,1
35,1,1,48550,16,3,5000,3,10.97,0.1,12,629,1,0
32,0,0,78460,13,2,10000,5,11.99,0.13,5,657,0,0
47,1,4,53855,24,3,8000,3,11.01,0.15,11,689,0,1
29,0,1,79031,9,0,16000,4,12.87,0.2,10,684,0,0
23,1,0,49102,0,0,6000,3,12.68,0.12,4,678,1,0
29,1,3,40666,7,3,5600,1,11.83,0.14,6,638,0,1
34,1,3,62770,10,3,1600,3,15.21,0.03,6,570,0,1
25,0,1,65746,1,3,16000,2,15.71,0.24,5,490,0,1
26,0,0,38951,2,3,2138,4,9.84,0.05,5,639,0,0
23,0,1,65724,3,0,8500,5,12.42,0.13,2,592,0,0
40,0,1,13475,17,3,3542,1,11.44,0.26,15,673,0,1
24,0,1,53449,2,3,7400,1,13.99,0.14,3,515,0,1
26,0,4,41492,2,3,10000,3,14.49,0.24,5,668,0,1
31,0,2,202646,9,0,15500,1,9.25,0.08,9,665,0,0
28,0,0,49006,5,3,7500,4,11.86,0.15,8,613,0,0
25,0,3,60597,3,0,12800,4,7.49,0.21,4,672,0,1
25,0,3,150087,0,0,1850,3,11.01,0.01,4,680,0,0
34,1,0,90727,9,3,25000,0,10.38,0.28,8,576,0,1
23,0,3,27334,5,3,9600,1,13.16,0.35,2,671,0,1
26,0,1,83796,3,0,6200,2,15.99,0.07,2,631,0,1
22,1,4,71774,0,3,12000,3,11.01,0.17,4,666,0,1
40,0,3,180659,17,0,24182,4,11.83,0.13,15,659,1,0
24,1,1,61199,0,3,5600,1,11.09,0.09,4,609,1,0
21,0,1,9650,1,3,2500,5,13.11,0.26,3,556,0,1
23,1,4,58471,0,0,6627,1,11.35,0.11,3,625,1,0
25,1,1,35489,0,3,3000,0,12.42,0.08,2,684,0,0
30,1,3,18857,7,3,4000,2,13.67,0.21,7,636,0,1
41,0,4,62230,17,0,14500,2,8.94,0.23,11,637,1,0
48,0,4,15353,27,3,4200,3,11.01,0.27,14,650,0,1
24,1,3,39480,0,3,1900,3,13.49,0.05,2,649,1,0
32,1,3,31270,14,3,6000,3,16.49,0.19,5,600,0,1
31,1,0,146206,11,0,12000,5,16.29,0.08,6,612,0,1
22,0,1,129264,0,0,10000,5,7.14,0.08,2,661,0,0
23,0,3,80347,3,3,9800,3,15.7,0.12,2,599,0,1
23,1,0,65738,0,3,20000,5,11.83,0.3,4,668,0,1
22,1,1,12505,1,3,1569,5,7.74,0.13,2,616,0,1
34,1,1,25336,11,3,5000,3,8.9,0.2,5,687,1,0
38,0,1,96617,16,3,2500,1,10.99,0.03,13,725,1,0
27,1,1,192824,1,3,10000,1,16.32,0.05,9,675,0,0
23,0,1,47723,2,3,4936,0,16.22,0.1,4,581,0,1
29,0,0,49180,9,0,5000,4,6.99,0.1,7,643,1,0
35,1,0,96852,14,2,15000,5,15.99,0.15,5,677,1,0
26,0,1,79053,3,0,5000,4,7.51,0.06,2,671,0,0
24,0,1,87633,5,0,8000,5,7.88,0.09,4,655,0,0
28,1,4,120926,4,3,10000,1,7.51,0.08,7,628,1,0
22,0,1,83908,0,3,8650,3,11.49,0.1,3,699,0,0
23,0,4,48958,1,0,4000,3,7.51,0.08,2,698,0,0
28,1,1,130340,8,3,20000,0,15.31,0.15,8,712,0,1
31,0,3,16282,10,3,8000,5,12.84,0.49,10,623,0,1
28,0,0,118980,6,3,4000,1,7.51,0.03,7,622,0,1
22,0,0,39542,0,3,12875,4,12.53,0.33,4,617,0,1
23,0,0,85052,1,3,6600,5,12.84,0.08,3,646,1,0
33,1,3,65568,12,3,15000,0,11.86,0.23,7,572,0,1
22,1,1,73688,0,0,24000,1,6.54,0.33,3,583,1,0
28,1,1,120055,4,0,18000,3,11.68,0.15,8,659,0,0
26,1,1,104390,6,0,9250,0,11.12,0.09,4,682,0,0
48,0,1,59975,25,3,6000,1,14.09,0.1,11,565,0,1
42,0,3,39711,23,3,10000,4,11.71,0.25,11,679,0,1
23,0,1,65489,0,3,5000,1,12.84,0.08,2,665,0,1
25,1,4,114453,3,0,13500,2,10.0,0.12,2,702,0,0
24,0,1,78962,3,0,10000,1,7.55,0.13,3,621,1,0
23,1,0,57318,0,3,25000,5,17.93,0.44,2,679,0,1
24,1,3,90557,0,0,20000,0,17.51,0.22,3,673,0,1
25,0,4,58524,2,3,3200,1,11.01,0.05,4,657,0,1
25,1,1,24677,5,3,6000,1,8.84,0.24,3,663,1,0
26,1,4,54721,0,0,5000,5,6.99,0.09,2,572,0,0
27,0,1,44328,6,0,15200,0,16.35,0.34,6,672,0,1
24,0,0,55109,2,0,9200,2,11.89,0.17,4,628,0,0
24,0,0,31181,4,3,5000,1,10.66,0.16,5,618,1,0
37,1,3,66817,16,3,30007,3,9.93,0.45,15,673,0,1
29,1,3,39306,6,2,2100,2,6.91,0.05,5,662,1,0
27,1,3,62193,5,0,8400,2,10.78,0.14,5,669,0,0
25,1,0,14382,0,3,3400,3,11.01,0.24,2,589,0,1
27,1,1,47863,0,3,4000,4,10.74,0.08,9,660,0,0
24,1,1,20118,2,3,2000,4,15.05,0.1,4,603,0,1
26,0,1,61223,5,3,18950,4,11.01,0.31,3,656,0,1
28,0,0,59834,3,3,15000,3,14.09,0.25,5,626,0,1
27,0,1,68809,3,3,14000,2,13.87,0.2,8,656,0,1
55,1,3,84971,30,3,2500,0,6.26,0.03,23,716,1,0
29,1,4,95803,3,3,11145,0,15.11,0.12,7,654,0,1
25,0,0,75505,0,0,3621,5,7.17,0.05,4,660,1,0
26,1,4,90116,4,0,15000,0,6.54,0.17,4,554,1,0
24,1,4,71342,5,3,6300,3,14.91,0.09,2,658,0,1
25,1,1,74178,6,3,12000,0,7.29,0.16,3,681,1,0
27,0,1,24996,1,3,3364,5,12.61,0.13,5,686,0,1
23,0,1,54940,0,3,17625,0,8.9,0.32,4,632,0,1
25,1,3,47700,4,3,7600,3,12.84,0.16,3,577,0,1
22,0,3,80838,0,3,30000,3,12.69,0.37,3,645,0,1
28,1,4,41820,6,3,2600,4,15.62,0.06,9,611,0,1
37,0,4,59960,12,3,3000,0,11.01,0.05,14,572,0,1
25,0,1,138917,3,3,10000,3,7.29,0.07,4,698,0,0
33,0,0,104367,7,0,3600,0,13.98,0.03,5,547,0,1
23,0,0,48435,0,0,6000,1,7.88,0.12,3,601,1,0
30,1,4,32705,9,3,3250,0,14.35,0.1,9,722,0,1
24,1,1,47138,1,3,5500,0,6.92,0.12,3,626,0,0
26,1,0,46951,6,0,2500,4,12.18,0.05,4,700,0,1
25,1,1,118877,4,0,6400,4,9.63,0.05,4,543,1,0
22,1,3,33286,1,0,12000,1,11.01,0.36,3,636,0,1
26,0,0,79163,3,3,21000,0,14.09,0.27,3,627,0,1
25,1,0,76259,3,0,7332,1,8.58,0.1,5,658,1,0
28,0,4,55245,6,3,16925,0,14.02,0.31,8,632,0,1
23,1,1,90848,0,3,16995,2,16.03,0.19,4,623,0,1
25,1,3,72757,4,3,12500,1,11.53,0.17,2,616,1,0
34,0,1,35545,15,3,2500,0,20.0,0.07,7,694,0,1
24,1,3,85124,6,3,4000,5,13.49,0.05,4,616,1,0
31,0,4,173719,7,3,13000,1,20.0,0.07,6,679,0,1
23,1,1,88477,0,0,11209,4,11.05,0.13,3,607,1,0
43,1,1,66920,20,3,5000,4,8.15,0.07,11,658,0,0
23,1,1,18473,0,2,3000,0,14.72,0.16,2,629,0,1
29,0,0,50012,8,2,9000,3,10.42,0.18,6,718,0,0
29,1,3,38800,8,3,10000,1,7.29,0.26,6,649,0,1
26,1,3,51111,2,3,18000,5,9.0,0.35,3,621,0,1
22,0,0,60726,0,0,10000,5,14.96,0.16,3,628,1,0
39,1,0,37502,18,3,10000,3,15.7,0.27,15,646,0,1
24,1,1,90929,4,0,15000,2,6.03,0.16,2,611,1,0
23,0,0,36696,0,0,5000,5,10.38,0.14,4,637,1,0
25,0,0,38364,5,3,8000,3,11.01,0.21,3,678,0,1
28,0,0,31162,3,3,5173,0,18.36,0.17,6,669,0,1
30,1,0,52966,7,3,14400,0,7.35,0.27,10,691,0,1
22,0,3,36075,0,2,1800,3,5.42,0.05,4,650,1,0
25,0,0,68128,2,0,5000,4,5.42,0.07,4,589,0,0
27,0,1,19373,7,3,3050,4,10.38,0.16,5,694,0,1
23,1,3,77928,1,3,12000,3,13.16,0.15,4,540,1,0
26,1,1,37016,1,2,1925,5,6.03,0.05,3,557,0,0
24,1,0,43954,2,3,13835,1,10.96,0.31,4,648,0,1
30,1,1,63868,6,0,10000,1,9.63,0.16,8,684,0,1
27,1,4,40794,6,3,1600,2,16.89,0.04,5,692,0,1
30,1,0,58639,9,3,8000,5,13.23,0.14,5,686,1,0
32,0,4,85043,7,0,1800,4,14.65,0.02,6,621,1,0
23,1,4,73152,0,3,22628,5,11.46,0.31,4,659,0,1
32,1,3,37132,10,3,8000,5,7.74,0.22,9,666,0,0
30,1,0,51204,5,3,4000,0,7.88,0.08,6,612,1,0
23,1,0,24173,0,3,6200,3,19.82,0.26,3,671,0,1
25,1,3,54277,2,0,10400,5,14.27,0.19,2,683,0,0
29,1,1,34535,4,3,5000,3,17.51,0.14,7,632,0,1
24,0,0,37032,0,3,3000,0,13.98,0.08,2,654,0,1
24,1,3,68632,3,3,20000,3,14.74,0.29,4,476,0,1
23,1,1,46830,0,3,13000,1,11.01,0.28,4,664,0,1
22,1,0,44127,0,0,3500,3,11.01,0.08,2,606,1,0
39,0,3,78884,18,3,20000,5,10.74,0.25,17,627,0,1
28,1,1,25002,6,3,8500,3,8.88,0.34,10,652,0,1
28,1,0,60875,7,3,14000,5,6.54,0.23,6,648,0,0
32,0,3,51642,8,3,3500,5,14.35,0.07,7,630,1,0
28,1,0,96756,9,3,18000,2,10.59,0.19,10,567,0,0
23,1,3,73249,0,3,9000,5,11.01,0.12,4,517,1,0
35,1,0,39389,11,3,14500,3,6.17,0.37,9,665,0,1
25,1,1,50859,0,3,6400,3,14.79,0.13,3,614,1,0
21,0,3,53733,0,0,6000,3,12.61,0.11,3,637,0,1
22,1,1,22472,0,3,2500,4,8.95,0.11,3,666,1,0
24,1,4,37614,1,3,6800,1,20.0,0.18,3,612,0,1
30,1,1,145057,7,0,15000,1,8.25,0.1,7,671,0,0
22,1,1,42320,0,3,3000,0,11.83,0.07,2,638,1,0
24,0,4,72919,1,3,25000,0,11.01,0.34,2,553,0,1
28,1,0,25004,3,3,4000,2,13.11,0.16,6,516,0,1
27,1,1,85379,5,3,20000,4,11.48,0.23,8,677,1,0
21,1,1,101518,0,0,2500,1,9.99,0.02,4,616,1,0
25,1,3,44708,0,3,7000,1,12.38,0.16,3,651,1,0
27,1,3,150823,4,2,13200,4,11.14,0.09,8,640,0,0
38,0,0,47363,15,3,1000,1,11.83,0.02,9,616,1,0
42,1,0,46911,23,3,3000,3,17.56,0.06,15,636,0,1
23,1,3,55020,0,0,3000,4,7.05,0.05,3,630,0,0
26,1,3,61716,1,3,4050,2,7.88,0.07,4,586,0,0
28,0,3,41445,4,0,10000,1,16.77,0.24,7,675,0,1
25,0,4,30891,7,3,1600,3,12.98,0.05,3,667,1,0
21,0,0,8186,0,2,1600,4,14.61,0.2,3,495,0,1
21,1,3,44309,0,3,11000,2,10.37,0.25,4,529,0,1
23,1,1,72987,0,3,8000,1,10.94,0.11,3,556,1,0
33,0,0,41991,8,0,6000,2,14.11,0.14,9,678,0,1
26,0,0,64078,5,0,3000,2,10.95,0.05,4,675,0,1
22,1,1,71385,0,3,22750,3,11.36,0.32,4,521,0,1
41,0,0,66922,18,3,4200,2,12.69,0.06,16,673,1,0
24,1,1,68433,5,0,10000,5,14.35,0.15,4,627,0,1
29,1,3,92093,9,0,20000,2,16.08,0.22,6,619,0,1
37,0,0,242401,17,0,13585,0,10.84,0.06,14,656,0,0
39,0,1,117506,16,3,3000,0,9.25,0.03,13,600,1,0
33,0,0,91397,8,0,3000,4,8.17,0.03,7,575,1,0
27,1,1,85192,8,3,25000,4,11.71,0.29,7,595,0,1
23,0,3,49300,0,3,8000,1,11.49,0.16,3,650,1,0
23,1,1,144983,0,0,5000,5,8.9,0.03,4,610,1,0
28,0,4,71568,6,3,2835,4,13.46,0.04,10,647,0,1
30,0,0,75319,8,0,15000,1,6.53,0.2,10,585,0,0
24,1,1,48803,3,3,4500,3,12.84,0.09,3,636,0,0
30,0,0,36992,4,0,1100,4,14.65,0.03,10,621,0,1
22,1,4,23145,0,3,6000,2,7.66,0.26,3,673,0,1
26,1,3,60197,0,0,2435,2,6.78,0.04,5,664,1,0
35,1,1,75876,15,0,9600,3,14.61,0.13,6,692,0,1
23,1,3,58589,0,3,4574,4,10.57,0.08,3,543,0,1
30,1,0,92280,7,0,12000,2,11.14,0.13,5,678,0,0
23,1,3,128121,0,0,10000,1,7.14,0.08,2,608,1,0
32,1,4,74334,9,0,9993,3,16.88,0.13,10,608,0,1
32,1,1,216853,12,0,15600,4,11.01,0.07,10,619,1,0
30,1,3,51470,8,3,5000,3,11.01,0.1,7,632,0,0
25,0,0,45567,3,3,4200,0,11.01,0.09,2,692,0,1
29,1,0,90006,11,3,16000,2,13.79,0.18,8,558,0,1
29,1,1,89735,6,3,18000,5,17.04,0.2,10,710,0,1
25,1,1,62676,6,0,4117,4,8.6,0.07,5,616,1,0
32,1,1,93250,11,0,10000,1,15.3,0.11,6,675,0,0
27,1,1,175296,6,3,5000,3,12.69,0.03,7,640,1,0
25,1,0,44695,3,3,18200,4,9.91,0.41,4,647,0,1
24,1,0,71627,0,3,12000,3,17.72,0.17,3,594,0,1
31,0,0,73892,6,3,8650,4,8.49,0.12,8,695,0,0
23,0,4,71876,0,3,9000,2,15.28,0.13,4,659,0,1
29,1,1,193186,10,0,7000,0,10.96,0.04,8,661,1,0
22,1,1,44077,0,3,12200,4,11.49,0.28,3,679,0,1
23,0,1,138382,0,0,10000,4,13.06,0.07,4,648,1,0
25,0,3,88900,3,3,6000,0,14.96,0.07,4,669,0,1
27,1,3,80264,2,3,14000,5,12.99,0.17,8,620,1,0
35,0,0,136265,11,3,20000,0,11.01,0.15,7,591,0,1
26,1,0,82087,5,0,25000,3,15.65,0.3,2,633,0,1
25,1,3,63577,0,3,6000,5,12.87,0.09,4,590,1,0
28,0,0,69194,6,0,12300,3,7.88,0.18,8,587,1,0
27,1,4,205622,1,0,15000,0,11.83,0.07,10,679,0,1
33,1,1,25909,11,2,6250,2,14.84,0.24,7,664,1,0
29,1,1,90587,7,0,10000,0,11.48,0.11,10,607,1,0
23,0,0,65560,0,0,5000,0,9.99,0.08,3,587,0,0
25,1,3,11156,2,3,3343,1,9.64,0.3,4,683,0,1
25,1,3,63607,2,3,20000,5,10.99,0.31,3,647,0,1
32,0,3,46671,9,3,6380,5,5.72,0.14,8,646,1,0
32,1,0,49948,9,3,6400,3,15.65,0.13,6,644,0,1
28,1,0,101702,5,3,12000,4,11.71,0.12,8,639,0,0
28,1,1,54103,5,0,7532,4,7.92,0.14,8,654,1,0
23,0,0,54985,1,3,14400,1,11.01,0.26,3,606,0,1
31,0,0,37163,2,0,4000,3,15.62,0.11,7,571,0,1
24,0,1,56999,0,3,5000,1,8.74,0.09,4,566,0,1
30,0,3,91178,5,0,15000,5,11.48,0.16,7,605,1,0
22,1,4,102775,0,2,4300,1,11.01,0.04,4,619,1,0
21,0,3,26946,0,2,7125,5,6.99,0.26,3,653,0,0
33,1,4,70477,11,3,4000,2,11.01,0.06,7,660,0,1
22,1,3,43363,0,3,4992,3,11.0,0.12,3,527,1,0
24,1,4,86114,0,0,5000,0,14.96,0.06,3,663,0,1
28,0,3,84079,5,0,30000,1,11.01,0.36,9,607,0,1
21,1,0,37091,1,3,5000,4,14.96,0.13,2,633,0,1
22,0,0,44427,0,0,6000,3,12.53,0.14,2,642,0,0
29,0,1,41540,5,3,8000,0,16.77,0.19,10,671,0,1
23,1,1,80271,0,0,5000,5,9.88,0.06,4,622,1,0
29,0,3,30130,6,3,5000,3,6.92,0.17,10,672,1,0
24,1,3,45623,3,3,7200,0,7.9,0.16,4,615,0,0
28,0,0,66329,2,3,5000,3,16.11,0.08,8,650,0,1
22,1,1,63504,0,0,2650,5,12.99,0.04,3,654,1,0
22,1,1,60449,0,0,5170,1,7.98,0.09,2,577,1,0
24,1,4,47915,0,0,5000,2,11.01,0.1,3,635,0,1
27,0,1,67025,3,0,7000,5,11.01,0.1,7,594,0,0
22,1,1,120758,0,0,15000,0,8.94,0.12,3,659,1,0
22,0,0,38500,2,3,10600,3,12.99,0.28,2,605,0,1
23,1,3,55297,0,3,1775,1,12.72,0.03,2,625,1,0
35,0,0,121109,11,0,11494,0,15.19,0.09,9,619,0,1
30,0,4,46419,9,3,15000,1,13.06,0.32,10,618,0,1
23,0,3,73081,0,0,10000,1,6.03,0.14,3,631,0,0
21,1,0,18178,0,3,1825,4,15.62,0.1,2,630,0,1
29,1,3,138881,4,3,6500,3,10.65,0.05,10,648,1,0
23,1,3,45268,2,2,10000,3,7.51,0.22,3,543,1,0
28,0,1,40689,5,3,7563,4,10.76,0.19,9,715,0,0
24,0,3,101616,2,3,12000,4,6.91,0.12,2,620,1,0
24,0,1,50601,0,3,7000,3,12.53,0.14,2,664,1,0
32,1,0,15389,12,3,3200,3,11.01,0.21,7,608,0,1
22,1,1,60878,2,0,8000,1,11.12,0.13,4,630,1,0
22,1,4,53698,2,3,12250,3,15.99,0.23,2,696,0,1
22,1,4,29843,2,3,3000,4,11.01,0.1,4,579,1,0
22,0,3,35918,0,3,3300,5,8.49,0.09,3,663,0,0
22,0,0,29616,3,3,1500,1,18.79,0.05,3,635,0,1
21,1,3,47116,0,3,2000,5,11.01,0.04,2,620,1,0
21,1,3,35727,0,3,10000,0,10.0,0.28,4,624,0,1
29,1,1,55104,7,3,5377,0,13.05,0.1,7,655,1,0
23,1,3,19065,3,0,3600,4,13.47,0.19,4,540,0,1
25,0,1,77982,6,3,20000,2,11.01,0.26,4,699,0,1
27,0,0,77693,4,0,3500,3,11.99,0.05,8,574,1,0
39,1,3,41779,15,3,5000,4,8.49,0.12,15,668,0,1
28,1,3,41526,6,3,10000,1,15.58,0.24,6,621,1,0
23,0,1,109114,0,3,4800,1,8.74,0.04,4,667,0,0
23,1,0,55125,1,3,16000,3,16.45,0.29,4,658,0,1
33,0,3,106358,11,3,9000,5,14.54,0.08,9,614,1,0
30,1,1,79071,6,3,8000,3,7.51,0.1,5,655,1,0
26,1,0,80272,6,0,12000,2,11.01,0.15,3,655,0,1
24,1,3,32392,0,3,12139,3,9.27,0.37,4,634,0,1
32,1,0,72638,10,0,12000,1,6.58,0.17,11,584,1,0
23,1,1,46759,1,3,12000,4,11.71,0.26,4,687,0,1
28,1,3,46958,2,3,12000,4,11.01,0.26,7,620,0,1
39,0,0,130730,17,0,12000,2,6.99,0.09,13,623,0,1
27,0,0,59408,7,3,17500,3,12.6,0.29,9,588,0,1
32,1,4,56639,10,3,5000,1,16.3,0.09,7,691,0,1
24,0,1,95865,6,3,16000,1,12.67,0.17,2,544,0,1
27,0,1,42804,6,3,8000,5,12.21,0.19,8,712,0,0
24,0,0,63897,0,3,20000,2,11.01,0.31,3,614,0,1
35,1,4,66981,8,0,5832,3,11.4,0.09,10,682,0,1
34,0,0,37229,10,3,12000,0,8.9,0.32,8,573,0,1
24,1,0,49364,0,0,8500,0,10.99,0.17,3,657,0,1
30,1,0,48621,7,3,16666,3,12.89,0.34,7,637,0,1
23,1,1,51511,1,3,7400,1,11.01,0.14,3,671,0,0
44,1,3,139036,20,0,12000,2,11.01,0.09,14,699,1,0
23,1,1,109167,0,3,25000,0,11.36,0.23,3,678,0,0
29,1,1,108311,5,3,1840,4,12.81,0.02,7,658,1,0
25,1,0,43240,3,3,8000,0,16.21,0.19,3,600,0,1
36,1,3,44729,16,3,6000,5,14.79,0.13,14,646,1,0
22,1,3,43786,0,3,5000,1,12.68,0.11,4,584,0,1
24,1,0,109137,2,3,15000,2,16.26,0.14,4,624,1,0
24,1,1,77823,0,2,6100,5,18.64,0.08,4,665,0,1
25,1,3,114576,5,3,12000,5,9.97,0.1,4,694,1,0
33,1,1,58656,14,0,6990,3,12.1,0.12,5,654,0,1
26,0,2,56325,2,3,25000,0,11.86,0.44,4,690,0,1
35,0,1,71866,10,3,10000,4,13.49,0.14,10,644,0,1
32,1,1,71828,6,3,8000,3,16.49,0.11,8,659,0,1
25,1,3,36953,1,3,3000,4,11.85,0.08,4,671,1,0
31,1,0,80028,9,0,2400,2,9.91,0.03,5,557,0,1
23,1,0,53716,1,3,5404,4,10.99,0.1,2,554,0,1
29,1,4,144399,10,0,6800,2,13.16,0.05,10,742,0,0
28,0,4,54918,4,3,16000,0,15.64,0.29,7,631,0,1
23,1,3,23024,1,3,3221,5,11.9,0.14,4,578,0,1
28,1,0,56090,4,3,2452,1,8.37,0.04,7,586,1,0
27,1,0,39404,6,3,4000,3,15.99,0.1,9,529,0,1
32,1,3,42810,8,3,7500,3,9.08,0.18,7,682,1,0
26,0,4,90716,5,3,9600,4,10.0,0.11,4,671,1,0
22,1,4,15343,0,3,3500,1,15.65,0.23,2,694,0,1
24,0,0,79510,2,3,24250,3,15.7,0.3,2,604,0,1
39,1,3,69245,19,0,3000,0,9.63,0.04,14,609,0,0
30,0,3,73006,11,3,18950,4,15.96,0.26,6,651,0,1
21,1,4,29823,2,3,13000,0,12.87,0.44,2,698,0,1
26,0,3,174979,5,0,25000,1,11.28,0.14,5,607,1,0
25,1,4,103093,1,3,15000,5,8.19,0.15,4,652,1,0
25,0,1,67180,3,3,2780,3,9.03,0.04,3,641,0,1
25,1,0,71989,1,3,15000,0,16.45,0.21,4,648,0,1
27,0,3,54879,5,3,18000,4,13.16,0.33,7,611,0,1
26,0,1,78842,8,0,10000,5,7.29,0.13,3,689,0,0
25,1,0,69543,0,0,2400,1,7.49,0.03,2,591,1,0
25,0,3,8000,0,3,1000,5,9.64,0.12,4,630,0,1
26,1,4,43121,3,3,12166,1,12.14,0.28,6,610,0,1
27,1,1,39647,3,0,1000,0,16.29,0.03,10,604,0,1
22,1,4,35365,0,3,1200,2,15.7,0.03,4,557,0,1
22,1,0,21205,0,0,4750,2,13.85,0.22,2,658,0,1
26,1,1,34431,4,3,12800,3,8.8,0.37,5,666,0,1
24,0,3,120854,0,0,10000,5,7.58,0.08,3,686,0,0
27,0,3,40590,5,3,10625,3,6.62,0.26,5,553,0,1
25,0,1,43090,3,3,5000,2,14.96,0.12,3,633,0,1
37,1,3,166545,12,0,20513,1,15.06,0.12,11,642,0,1
22,0,0,55626,0,3,2500,1,18.64,0.04,2,662,0,1
29,1,1,97118,3,0,10000,4,11.89,0.1,5,664,0,1
25,0,0,71997,2,0,5100,3,8.32,0.07,3,673,1,0
24,0,4,106608,0,3,14000,2,9.99,0.13,3,675,1,0
31,1,0,481018,13,0,28000,2,7.49,0.06,6,700,0,0
32,1,0,85193,8,3,13000,4,7.63,0.15,9,658,1,0
23,0,0,32181,3,3,4000,4,12.87,0.12,3,651,0,1
21,1,0,45557,0,3,2800,3,7.88,0.06,4,588,1,0
26,1,2,293525,5,0,11635,0,15.81,0.04,4,689,0,1
28,0,0,29647,4,3,3000,4,15.23,0.1,7,687,1,0
23,1,3,109370,1,3,7500,1,11.03,0.07,4,614,1,0
28,0,0,61273,4,0,8450,2,11.01,0.14,9,644,0,0
31,0,3,56109,12,3,9000,4,7.34,0.16,6,691,0,0
23,0,4,75221,0,3,5500,5,17.49,0.07,3,695,0,0
31,1,4,74336,5,3,7321,1,11.01,0.1,9,583,1,0
21,1,4,26880,0,3,5500,2,14.91,0.2,2,653,0,1
29,0,0,24254,7,2,6000,5,11.01,0.25,5,554,0,1
21,0,0,48860,0,3,1775,1,6.54,0.04,3,629,1,0
24,0,0,55045,2,0,5000,1,5.79,0.09,2,694,0,0
32,1,4,64598,8,3,25000,5,11.86,0.39,9,569,0,1
29,1,4,84969,5,3,16000,4,14.42,0.19,6,714,0,0
27,0,0,65827,1,3,5000,0,11.99,0.08,10,679,0,1
36,0,4,29842,15,3,8000,0,13.61,0.27,14,687,0,1
34,0,3,117168,10,3,4800,0,5.42,0.04,10,659,1,0
27,1,0,126657,6,0,20000,1,11.48,0.16,6,659,1,0
22,0,3,109820,1,0,20000,2,10.46,0.18,3,615,1,0
34,0,0,51254,10,3,5500,0,7.66,0.11,7,692,1,0
25,0,3,144931,3,0,10000,3,5.88,0.07,4,545,1,0
34,0,4,60360,10,3,12000,5,12.9,0.2,8,634,1,0
31,1,4,79055,9,0,20000,0,11.71,0.25,9,728,1,0
40,0,0,40636,16,0,1000,3,11.01,0.02,16,617,1,0
35,1,1,128922,13,0,14550,4,11.01,0.11,10,632,1,0
46,1,4,54748,22,0,6000,4,13.67,0.11,12,706,0,0
24,1,3,51231,1,0,11000,0,7.79,0.21,4,605,1,0
24,0,3,41988,0,0,5100,4,14.35,0.12,4,612,1,0
24,1,3,88642,1,3,10000,3,10.26,0.11,3,577,1,0
21,1,1,74162,0,3,8500,5,11.01,0.11,2,714,1,0
24,1,1,37230,2,3,4800,1,6.99,0.13,4,684,0,0
21,0,1,29556,0,3,10000,1,11.01,0.34,2,646,0,1
33,0,4,148184,12,3,12000,1,11.83,0.08,9,690,1,0
25,0,3,32376,3,3,8427,1,14.08,0.26,4,657,0,1
